calc_time,funding_interval_hours,last_funding_rate
1751328000001,8,0.00004895
1751356800002,8,0.00002573
1751385600000,8,-0.00000682
1751414400000,8,0.00006274
1751443200000,8,0.00006889
1751472000007,8,-0.00000605
1751500800000,8,0.00003215
1751529600001,8,0.00010000
1751558400003,8,0.00006129
1751587200000,8,0.00005204
1751616000010,8,0.00005870
1751644800000,8,-0.00004017
1751673600005,8,0.00000148
1751702400000,8,0.00001081
1751731200002,8,0.00006673
1751760000000,8,0.00001958
1751788800000,8,-0.00003615
1751817600000,8,0.00008080
1751846400001,8,0.00010000
1751875200008,8,0.00002551
1751904000006,8,0.00004859
1751932800008,8,0.00000167
1751961600000,8,-0.00003165
1751990400001,8,0.00001522
1752019200000,8,0.00000880
1752048000006,8,0.00010000
1752076800000,8,0.00008332
1752105600000,8,0.00006575
1752134400005,8,0.00009886
1752163200000,8,0.00004740
1752192000004,8,0.00010000
1752220800000,8,0.00010000
1752249600000,8,0.00010000
1752278400001,8,0.00010000
1752307200000,8,0.00010000
1752336000006,8,0.00010000
1752364800001,8,0.00010000
1752393600000,8,0.00010000
1752422400000,8,0.00010000
1752451200000,8,0.00010000
1752480000001,8,0.00010000
1752508800000,8,0.00010000
1752537600001,8,0.00010000
1752566400001,8,0.00016288
1752595200004,8,0.00022899
1752624000000,8,0.00010000
1752652800004,8,0.00010000
1752681600004,8,0.00010000
1752710400003,8,0.00010000
1752739200001,8,0.00010000
1752768000001,8,0.00010000
1752796800000,8,0.00010000
1752825600003,8,0.00010000
1752854400001,8,0.00010000
1752883200005,8,0.00010000
1752912000006,8,0.00010000
1752940800005,8,0.00010000
1752969600000,8,0.00010000
1752998400001,8,0.00010000
1753027200000,8,0.00010000
1753056000003,8,0.00010000
1753084800001,8,0.00010000
1753113600007,8,0.00010000
1753142400000,8,0.00010000
1753171200006,8,0.00010000
1753200000007,8,0.00010000
1753228800000,8,0.00010000
1753257600000,8,0.00010000
1753286400001,8,0.00010000
1753315200000,8,0.00010000
1753344000000,8,0.00010000
1753372800006,8,0.00010000
1753401600005,8,0.00010000
1753430400000,8,0.00010000
1753459200000,8,0.00010000
1753488000000,8,0.00010000
1753516800005,8,0.00010000
1753545600000,8,0.00010000
1753574400000,8,0.00010000
1753603200000,8,0.00005726
1753632000008,8,0.00007623
1753660800000,8,0.00010000
1753689600005,8,0.00010000
1753718400000,8,0.00010000
1753747200000,8,0.00010000
1753776000008,8,0.00010000
1753804800000,8,0.00010000
1753833600010,8,0.00010000
1753862400000,8,0.00010000
1753891200001,8,0.00010000
1753920000000,8,0.00010000
