calc_time,funding_interval_hours,last_funding_rate
1748736000003,8,0.00006393
1748764800000,8,0.00001196
1748793600001,8,0.00004435
1748822400001,8,0.00010000
1748851200000,8,0.00004014
1748880000001,8,0.00009265
1748908800000,8,0.00001908
1748937600007,8,0.00006862
1748966400000,8,0.00005544
1748995200000,8,-0.00002867
1749024000013,8,0.00009021
1749052800004,8,0.00007281
1749081600016,8,-0.00006573
1749110400000,8,0.00006612
1749139200000,8,0.00010000
1749168000001,8,0.00003762
1749196800000,8,-0.00006604
1749225600000,8,-0.00009298
1749254400001,8,-0.00014141
1749283200006,8,0.00001571
1749312000000,8,-0.00000629
1749340800000,8,-0.00000977
1749369600000,8,0.00003065
1749398400004,8,-0.00000456
1749427200000,8,-0.00014419
1749456000000,8,0.00004414
1749484800000,8,-0.00002423
1749513600000,8,0.00002023
1749542400002,8,0.00008142
1749571200006,8,0.00010000
1749600000001,8,0.00008619
1749628800000,8,0.00010000
1749657600009,8,0.00007702
1749686400001,8,0.00010000
1749715200004,8,0.00001083
1749744000003,8,0.00010000
1749772800000,8,0.00005147
1749801600000,8,0.00003895
1749830400004,8,0.00002431
1749859200001,8,0.00008106
1749888000004,8,0.00004387
1749916800000,8,-0.00003862
1749945600005,8,0.00000596
1749974400000,8,0.00010000
1750003200000,8,0.00010000
1750032000000,8,0.00010000
1750060800000,8,0.00010000
1750089600000,8,0.00010000
1750118400000,8,-0.00000140
1750147200001,8,0.00003825
1750176000001,8,0.00005234
1750204800000,8,0.00001757
1750233600000,8,0.00010000
1750262400002,8,0.00001896
1750291200000,8,0.00003014
1750320000002,8,0.00003295
1750348800003,8,-0.00001974
1750377600003,8,-0.00001884
1750406400000,8,0.00002106
1750435200001,8,0.00010000
1750464000005,8,0.00001486
1750492800000,8,-0.00006428
1750521600001,8,-0.00002712
1750550400000,8,0.00000856
1750579200000,8,0.00002968
1750608000000,8,-0.00000268
1750636800004,8,0.00000474
1750665600004,8,0.00003283
1750694400013,8,0.00002461
1750723200000,8,-0.00002739
1750752000002,8,0.00002081
1750780800000,8,0.00003697
1750809600000,8,0.00002101
1750838400000,8,0.00010000
1750867200000,8,0.00006185
1750896000009,8,-0.00010202
1750924800004,8,0.00010000
1750953600000,8,9.0E-7
1750982400000,8,-0.00000577
1751011200000,8,0.00001696
1751040000007,8,0.00002320
1751068800000,8,-0.00006841
1751097600009,8,0.00007392
1751126400000,8,0.00004777
1751155200003,8,0.00010000
1751184000000,8,0.00010000
1751212800007,8,0.00010000
1751241600000,8,0.00010000
