calc_time,funding_interval_hours,last_funding_rate
1711929600000,8,0.00071823
1711958400000,8,0.00011585
1711987200001,8,0.00015160
1712016000003,8,0.00010000
1712044800000,8,0.00010000
1712073600000,8,0.00010000
1712102400001,8,0.00010000
1712131200001,8,0.00010000
1712160000000,8,0.00010000
1712188800000,8,0.00001210
1712217600000,8,0.00010000
1712246400000,8,0.00010000
1712275200000,8,0.00010000
1712304000000,8,0.00010000
1712332800000,8,0.00010000
1712361600000,8,0.00010000
1712390400000,8,0.00010000
1712419200000,8,0.00010000
1712448000000,8,0.00010000
1712476800000,8,0.00010000
1712505600000,8,0.00010000
1712534400000,8,0.00010000
1712563200000,8,0.00010000
1712592000000,8,0.00036453
1712620800000,8,0.00010000
1712649600000,8,0.00010000
1712678400000,8,0.00010000
1712707200000,8,0.00010000
1712736000000,8,0.00010000
1712764800000,8,0.00010000
1712793600002,8,0.00010000
1712822400000,8,0.00010000
1712851200000,8,0.00010000
1712880000000,8,-0.00006531
1712908800001,8,0.00010000
1712937600000,8,0.00010000
1712966400000,8,-0.00017997
1712995200000,8,-0.00001594
1713024000000,8,0.00010000
1713052800000,8,-0.00029523
1713081600000,8,0.00010000
1713110400000,8,0.00010000
1713139200000,8,-0.00002938
1713168000001,8,-0.00013370
1713196800000,8,0.00000273
1713225600000,8,-0.00007435
1713254400000,8,0.00008576
1713283200000,8,-0.00008097
1713312000000,8,0.00006052
1713340800000,8,0.00002066
1713369600000,8,-0.00003180
1713398400001,8,-0.00007752
1713427200000,8,0.00004871
1713456000000,8,-0.00021167
1713484800000,8,-0.00029339
1713513600001,8,0.00010000
1713542400000,8,-0.00005092
1713571200000,8,0.00009818
1713600000000,8,-0.00013664
1713628800000,8,0.00007259
1713657600000,8,-0.00010171
1713686400000,8,-0.00011689
1713715200000,8,0.00002592
1713744000000,8,0.00010000
1713772800000,8,0.00010000
1713801600000,8,-0.00000746
1713830400000,8,-0.00006010
1713859200000,8,0.00008268
1713888000000,8,0.00009861
1713916800000,8,0.00010000
1713945600000,8,0.00010000
1713974400000,8,0.00010000
1714003200000,8,0.00010000
1714032000000,8,0.00008154
1714060800001,8,0.00010000
1714089600000,8,0.00008368
1714118400000,8,0.00007129
1714147200000,8,0.00002535
1714176000000,8,0.00010000
1714204800000,8,0.00010000
1714233600000,8,0.00010000
1714262400000,8,0.00006211
1714291200001,8,0.00005901
1714320000001,8,0.00008788
1714348800001,8,0.00007973
1714377600000,8,-0.00005336
1714406400000,8,0.00010000
1714435200000,8,0.00010000
