calc_time,funding_interval_hours,last_funding_rate
1733011200000,8,0.00010000
1733040000000,8,0.00015991
1733068800001,8,0.00010000
1733097600000,8,0.00012390
1733126400000,8,0.00012554
1733155200000,8,0.00018086
1733184000001,8,0.00010000
1733212800000,8,0.00014709
1733241600000,8,0.00010000
1733270400000,8,0.00010000
1733299200000,8,0.00012502
1733328000000,8,0.00027238
1733356800000,8,0.00010000
1733385600001,8,0.00068177
1733414400000,8,0.00041965
1733443200000,8,0.00010000
1733472000000,8,0.00010000
1733500800000,8,0.00010000
1733529600000,8,0.00010000
1733558400000,8,0.00010000
1733587200000,8,0.00010000
1733616000000,8,0.00010000
1733644800000,8,0.00010000
1733673600001,8,0.00010000
1733702400000,8,0.00010000
1733731200000,8,0.00010000
1733760000013,8,0.00010000
1733788800017,8,0.00010000
1733817600000,8,0.00010000
1733846400000,8,0.00010000
1733875200000,8,0.00010000
1733904000000,8,0.00010000
1733932800001,8,0.00010000
1733961600001,8,0.00010000
1733990400000,8,0.00010000
1734019200000,8,0.00010000
1734048000000,8,0.00010000
1734076800000,8,0.00010000
1734105600000,8,0.00010000
1734134400000,8,0.00010000
1734163200000,8,0.00010000
1734192000000,8,0.00010000
1734220800000,8,0.00010000
1734249600000,8,0.00010000
1734278400000,8,0.00010000
1734307200000,8,0.00017118
1734336000000,8,0.00010000
1734364800001,8,0.00010000
1734393600000,8,0.00010000
1734422400001,8,0.00010000
1734451200000,8,0.00010000
1734480000000,8,0.00010000
1734508800000,8,0.00010000
1734537600000,8,0.00010000
1734566400001,8,0.00010000
1734595200000,8,0.00010000
1734624000000,8,0.00010000
1734652800000,8,0.00010000
1734681600000,8,0.00010000
1734710400000,8,0.00010000
1734739200000,8,0.00010000
1734768000000,8,0.00010000
1734796800001,8,0.00010000
1734825600000,8,0.00010000
1734854400000,8,0.00010000
1734883200000,8,0.00010000
1734912000000,8,0.00010000
1734940800000,8,0.00010000
1734969600000,8,0.00010000
1734998400000,8,0.00010000
1735027200000,8,0.00010000
1735056000000,8,0.00010000
1735084800003,8,0.00010000
1735113600000,8,0.00010000
1735142400000,8,0.00010000
1735171200000,8,0.00010000
1735200000001,8,0.00010000
1735228800000,8,0.00010000
1735257600000,8,0.00010000
1735286400001,8,0.00010000
1735315200000,8,0.00010000
1735344000000,8,0.00010000
1735372800000,8,0.00010000
1735401600001,8,0.00010000
1735430400000,8,0.00010000
1735459200000,8,0.00010000
1735488000000,8,0.00010000
1735516800000,8,-0.00003543
1735545600000,8,0.00010000
1735574400000,8,0.00010000
1735603200000,8,0.00010000
