calc_time,funding_interval_hours,last_funding_rate
1772323200003,8,-0.00005161
1772352000000,8,-0.00009027
1772380800000,8,-0.00005231
1772409600000,8,-0.00001009
1772438400000,8,-0.00003826
1772467200000,8,-0.00003503
1772496000000,8,-5E-8
1772524800001,8,0.00003092
1772553600000,8,0.00000977
1772582400004,8,-0.00001071
1772611200004,8,0.00004357
1772640000008,8,-0.00003391
1772668800000,8,-0.00008610
1772697600001,8,-0.00003925
1772726400000,8,-0.00002854
1772755200000,8,0.00003702
1772784000001,8,-0.00004634
1772812800001,8,-0.00001116
1772841600009,8,-0.00002274
1772870400000,8,-0.00005754
1772899200011,8,-0.00008792
1772928000001,8,0.00000773
1772956800006,8,0.00005690
1772985600002,8,0.00005105
1773014400010,8,-0.00000176
1773043200000,8,-0.00006787
1773072000010,8,-0.00007102
1773100800003,8,-0.00005326
1773129600003,8,0.00005364
1773158400002,8,-0.00000145
1773187200002,8,-0.00001235
1773216000006,8,0.00001274
1773244800007,8,-0.00004767
1773273600009,8,-0.00005864
1773302400000,8,0.00003542
1773331200000,8,-0.00005601
1773360000001,8,-0.00003186
1773388800000,8,0.00001275
1773417600001,8,-0.00005828
1773446400000,8,0.00003430
1773475200001,8,0.00002982
1773504000005,8,-0.00006018
1773532800000,8,-0.00002777
1773561600001,8,-0.00003751
1773590400000,8,-0.00000461
1773619200000,8,-0.00004227
1773648000011,8,0.00001335
1773676800000,8,-0.00002570
1773705600003,8,-0.00002498
1773734400003,8,0.00001648
1773763200000,8,-0.00001320
1773792000003,8,-0.00001433
1773820800002,8,0.00000166
1773849600003,8,0.00008489
1773878400000,8,0.00006191
1773907200002,8,-0.00000615
1773936000000,8,0.00003309
1773964800001,8,-0.00000706
1773993600011,8,-0.00001487
1774022400004,8,0.00003887
1774051200004,8,0.00005089
1774080000008,8,0.00004389
1774108800000,8,0.00004113
1774137600012,8,0.00002828
1774166400009,8,0.00004817
1774195200001,8,-0.00001489
1774224000000,8,0.00008871
1774252800005,8,0.00006546
1774281600001,8,-0.00002125
1774310400003,8,0.00004067
1774339200000,8,0.00003822
1774368000000,8,0.00010000
1774396800002,8,0.00010000
1774425600001,8,0.00001749
1774454400001,8,0.00004532
1774483200001,8,0.00007275
1774512000004,8,0.00010000
1774540800000,8,0.00010000
1774569600012,8,0.00010000
1774598400001,8,0.00010000
1774627200000,8,0.00009328
1774656000004,8,0.00007582
1774684800012,8,0.00000685
1774713600001,8,-0.00001783
1774742400009,8,-0.00000382
1774771200000,8,0.00003545
1774800000014,8,0.00001658
1774828800000,8,0.00002333
1774857600000,8,0.00009574
1774886400000,8,0.00006806
1774915200003,8,0.00010000
