calc_time,funding_interval_hours,last_funding_rate
1664582400008,8,0.00000667
1664611200018,8,0.00010000
1664640000000,8,0.00007798
1664668800006,8,-0.00002042
1664697600008,8,0.00001406
1664726400006,8,0.00003877
1664755200001,8,-0.00000530
1664784000011,8,0.00006182
1664812800016,8,0.00007610
1664841600016,8,0.00005849
1664870400000,8,0.00005047
1664899200020,8,0.00003780
1664928000000,8,0.00005663
1664956800011,8,0.00006695
1664985600015,8,0.00008452
1665014400009,8,0.00002379
1665043200000,8,0.00003917
1665072000011,8,0.00005709
1665100800002,8,-0.00001770
1665129600016,8,0.00003541
1665158400003,8,-0.00001347
1665187200011,8,-0.00004062
1665216000003,8,-0.00001869
1665244800015,8,-0.00002983
1665273600004,8,-0.00008153
1665302400000,8,0.00001890
1665331200011,8,-0.00004222
1665360000017,8,0.00004197
1665388800014,8,0.00000924
1665417600007,8,0.00010000
1665446400006,8,0.00005964
1665475200022,8,0.00005911
1665504000009,8,0.00006533
1665532800000,8,0.00010000
1665561600014,8,0.00004745
1665590400003,8,0.00006425
1665619200003,8,0.00007701
1665648000000,8,0.00002568
1665676800011,8,-0.00014362
1665705600000,8,0.00007867
1665734400016,8,0.00002986
1665763200004,8,0.00000988
1665792000002,8,-0.00000446
1665820800000,8,0.00008435
1665849600000,8,0.00007851
1665878400018,8,0.00002034
1665907200010,8,-0.00002727
1665936000004,8,0.00001670
1665964800005,8,0.00003080
1665993600000,8,0.00003824
1666022400003,8,-0.00004547
1666051200000,8,0.00002690
1666080000011,8,0.00006337
1666108800002,8,0.00005374
1666137600000,8,0.00000985
1666166400009,8,0.00004492
1666195200016,8,0.00005459
1666224000002,8,0.00007206
1666252800008,8,0.00005619
1666281600003,8,0.00003463
1666310400005,8,-0.00000996
1666339200000,8,0.00007640
1666368000011,8,0.00004321
1666396800000,8,-0.00000284
1666425600000,8,0.00006519
1666454400000,8,0.00002459
1666483200022,8,0.00001068
1666512000000,8,-0.00006072
1666540800011,8,0.00009364
1666569600019,8,0.00009386
1666598400003,8,0.00010000
1666627200000,8,-0.00002018
1666656000000,8,-0.00003782
1666684800018,8,0.00000469
1666713600000,8,0.00003809
1666742400017,8,0.00010000
1666771200000,8,0.00009439
1666800000000,8,0.00010000
1666828800011,8,0.00010000
1666857600010,8,0.00006872
1666886400017,8,0.00006028
1666915200009,8,0.00003947
1666944000003,8,0.00007374
1666972800009,8,-0.00000962
1667001600000,8,0.00000206
1667030400007,8,0.00005763
1667059200000,8,0.00002993
1667088000003,8,0.00001723
1667116800000,8,0.00005028
1667145600000,8,0.00004456
