calc_time,funding_interval_hours,last_funding_rate
1735689600007,8,0.00010000
1735718400018,8,0.00010000
1735747200000,8,0.00015627
1735776000001,8,0.00010000
1735804800000,8,0.00010000
1735833600000,8,0.00010000
1735862400000,8,0.00010000
1735891200000,8,0.00010000
1735920000000,8,0.00010000
1735948800000,8,0.00010000
1735977600000,8,0.00010000
1736006400000,8,0.00010000
1736035200000,8,0.00010000
1736064000001,8,0.00010000
1736092800000,8,0.00010000
1736121600000,8,0.00010000
1736150400000,8,0.00010000
1736179200000,8,0.00010000
1736208000000,8,-0.00003558
1736236800000,8,0.00005245
1736265600002,8,0.00010000
1736294400003,8,-0.00005055
1736323200000,8,-0.00010389
1736352000002,8,-0.00013305
1736380800000,8,0.00010000
1736409600000,8,0.00010000
1736438400000,8,-0.00014048
1736467200000,8,-0.00009046
1736496000000,8,0.00003847
1736524800000,8,0.00010000
1736553600000,8,0.00010000
1736582400000,8,0.00005606
1736611200000,8,0.00010000
1736640000000,8,0.00007995
1736668800000,8,0.00010000
1736697600000,8,0.00010000
1736726400000,8,0.00003108
1736755200000,8,0.00002149
1736784000000,8,0.00010000
1736812800000,8,0.00010000
1736841600000,8,0.00010000
1736870400000,8,0.00010000
1736899200000,8,0.00010000
1736928000000,8,0.00010000
1736956800000,8,0.00010000
1736985600000,8,-0.00006849
1737014400000,8,0.00010000
1737043200000,8,0.00010000
1737072000000,8,0.00008130
1737100800000,8,0.00010000
1737129600000,8,0.00010000
1737158400000,8,0.00004455
1737187200000,8,0.00010000
1737216000000,8,0.00010000
1737244800000,8,0.00010000
1737273600001,8,0.00010000
1737302400000,8,0.00010000
1737331200000,8,0.00010000
1737360000005,8,0.00012017
1737388800000,8,0.00010908
1737417600000,8,0.00010000
1737446400000,8,0.00010000
1737475200000,8,0.00010000
1737504000000,8,0.00010000
1737532800000,8,0.00010000
1737561600000,8,0.00010000
1737590400000,8,0.00002645
1737619200001,8,0.00008198
1737648000000,8,0.00001996
1737676800000,8,-0.00004004
1737705600000,8,0.00010000
1737734400001,8,0.00010000
1737763200000,8,0.00001741
1737792000000,8,0.00007937
1737820800000,8,0.00009160
1737849600000,8,0.00007802
1737878400000,8,0.00010000
1737907200000,8,0.00010000
1737936000000,8,0.00010000
1737964800000,8,-0.00017533
1737993600000,8,0.00009181
1738022400000,8,0.00005667
1738051200000,8,0.00007372
1738080000000,8,0.00010000
1738108800000,8,0.00010000
1738137600000,8,0.00010000
1738166400000,8,0.00004676
1738195200000,8,0.00010000
1738224000000,8,0.00010000
1738252800000,8,0.00010000
1738281600000,8,0.00008220
