calc_time,funding_interval_hours,last_funding_rate
1682899200000,8,-0.00002136
1682928000000,8,0.00007387
1682956800016,8,0.00010000
1682985600019,8,0.00010000
1683014400015,8,0.00010000
1683043200006,8,0.00010000
1683072000001,8,-0.00013761
1683100800010,8,0.00010000
1683129600015,8,-0.00002376
1683158400015,8,0.00010000
1683187200010,8,0.00008107
1683216000001,8,0.00002152
1683244800000,8,-0.00004088
1683273600011,8,0.00000618
1683302400000,8,-0.00009544
1683331200000,8,0.00005139
1683360000016,8,-0.00007147
1683388800000,8,-0.00003699
1683417600000,8,-0.00013963
1683446400000,8,0.00004799
1683475200009,8,0.00002104
1683504000000,8,0.00005615
1683532800015,8,0.00003935
1683561600018,8,0.00008085
1683590400015,8,0.00003834
1683619200000,8,0.00004507
1683648000001,8,0.00001264
1683676800000,8,0.00010000
1683705600000,8,0.00004906
1683734400001,8,0.00010000
1683763200000,8,-0.00000225
1683792000000,8,0.00003055
1683820800001,8,0.00008597
1683849600000,8,0.00004789
1683878400014,8,0.00002718
1683907200015,8,0.00000651
1683936000000,8,0.00008388
1683964800014,8,0.00002836
1683993600026,8,0.00001157
1684022400025,8,0.00003983
1684051200024,8,-0.00000260
1684080000017,8,0.00010000
1684108800014,8,0.00004703
1684137600021,8,0.00010000
1684166400002,8,0.00010000
1684195200013,8,0.00010000
1684224000000,8,0.00005538
1684252800001,8,0.00010000
1684281600010,8,0.00010000
1684310400013,8,0.00010000
1684339200000,8,0.00010000
1684368000014,8,0.00010000
1684396800019,8,0.00010000
1684425600006,8,0.00010000
1684454400020,8,0.00010000
1684483200000,8,0.00010000
1684512000000,8,0.00010000
1684540800014,8,0.00010000
1684569600010,8,0.00003553
1684598400020,8,0.00010000
1684627200009,8,0.00010000
1684656000001,8,0.00010000
1684684800015,8,0.00010000
1684713600000,8,0.00010000
1684742400000,8,0.00010000
1684771200000,8,0.00010000
1684800000000,8,0.00010000
1684828800019,8,0.00010000
1684857600001,8,0.00010000
1684886400005,8,0.00010000
1684915200015,8,0.00009446
1684944000019,8,0.00010000
1684972800024,8,0.00010000
1685001600020,8,0.00010000
1685030400000,8,0.00010000
1685059200027,8,0.00010000
1685088000016,8,0.00010000
1685116800000,8,0.00010000
1685145600016,8,0.00010000
1685174400012,8,0.00008484
1685203200019,8,0.00006148
1685232000021,8,0.00008981
1685260800010,8,0.00010000
1685289600000,8,0.00010000
1685318400019,8,0.00010000
1685347200000,8,0.00010000
1685376000000,8,0.00010000
1685404800000,8,0.00010000
1685433600001,8,0.00010000
1685462400013,8,0.00010000
