calc_time,funding_interval_hours,last_funding_rate
1780272000004,8,0.00007210
1780300800003,8,0.00010000
1780329600000,8,0.00010000
1780358400000,8,0.00004886
1780387200001,8,0.00010000
1780416000001,8,0.00010000
1780444800014,8,0.00010000
1780473600002,8,0.00008829
1780502400002,8,0.00010000
1780531200009,8,0.00010000
1780560000000,8,0.00002216
1780588800008,8,0.00001291
1780617600000,8,0.00002111
1780646400006,8,0.00009180
1780675200013,8,0.00004482
1780704000002,8,0.00000968
1780732800000,8,0.00007060
1780761600000,8,-0.00000800
1780790400001,8,0.00006586
1780819200001,8,-6.8E-7
1780848000001,8,0.00003885
1780876800000,8,0.00006360
1780905600003,8,0.00005106
1780934400007,8,0.00001351
1780963200000,8,-0.00003049
1780992000000,8,0.00010000
1781020800000,8,0.00010000
1781049600001,8,0.00010000
1781078400000,8,0.00000995
1781107200004,8,0.00006967
1781136000004,8,0.00009088
1781164800006,8,0.00010000
1781193600011,8,-0.00000302
1781222400000,8,-0.00005005
1781251200001,8,0.00002725
1781280000000,8,-0.00005053
1781308800000,8,0.00003293
1781337600000,8,0.00003801
1781366400002,8,0.00001756
1781395200000,8,-0.00006315
1781424000005,8,7.6E-7
1781452800000,8,0.00006482
1781481600000,8,0.00006364
1781510400000,8,0.00006323
1781539200003,8,0.00002273
1781568000000,8,0.00001030
1781596800000,8,-0.00006404
1781625600000,8,0.00004460
1781654400009,8,0.00008582
1781683200000,8,0.00002918
1781712000005,8,0.00001671
1781740800000,8,0.00004883
1781769600000,8,0.00005692
1781798400005,8,0.00005271
1781827200005,8,0.00009824
1781856000001,8,0.00000492
1781884800000,8,0.00010000
1781913600000,8,-0.00001219
1781942400000,8,-0.00002105
1781971200000,8,0.00000118
1782000000000,8,0.00006711
1782028800001,8,0.00001681
1782057600007,8,-0.00001644
1782086400000,8,-9.3E-7
1782115200001,8,0.00006086
1782144000002,8,0.00006667
1782172800000,8,0.00004207
1782201600005,8,0.00006731
1782230400001,8,0.00009307
1782259200000,8,0.00010000
1782288000005,8,0.00004831
1782316800000,8,0.00007969
1782345600001,8,-0.00003276
1782374400002,8,-0.00002474
1782403200000,8,0.00004759
1782432000000,8,0.00006095
1782460800004,8,0.00006155
1782489600000,8,0.00010000
1782518400005,8,0.00007441
1782547200007,8,0.00006392
1782576000000,8,0.00005768
1782604800000,8,0.00003419
1782633600000,8,0.00010000
1782662400014,8,0.00003074
1782691200000,8,0.00008272
1782720000012,8,0.00008890
1782748800000,8,0.00010000
1782777600003,8,0.00006353
