calc_time,funding_interval_hours,last_funding_rate
1661990400002,8,0.00008640
1662019200009,8,0.00000628
1662048000002,8,-0.00001686
1662076800000,8,0.00003105
1662105600003,8,0.00004400
1662134400002,8,0.00003998
1662163200005,8,-0.00003063
1662192000000,8,0.00001751
1662220800001,8,-0.00002838
1662249600004,8,-0.00005901
1662278400019,8,-0.00007663
1662307200017,8,-0.00001275
1662336000000,8,-0.00003916
1662364800000,8,0.00003189
1662393600007,8,0.00006443
1662422400019,8,0.00004766
1662451200000,8,0.00010000
1662480000024,8,0.00007475
1662508800000,8,-0.00012810
1662537600000,8,0.00002386
1662566400024,8,3.5E-7
1662595200006,8,0.00003430
1662624000006,8,0.00003526
1662652800007,8,-0.00006758
1662681600010,8,-0.00008628
1662710400000,8,0.00008146
1662739200010,8,0.00005065
1662768000011,8,0.00004604
1662796800009,8,0.00004245
1662825600000,8,0.00005864
1662854400019,8,1.4E-7
1662883200005,8,0.00001751
1662912000000,8,0.00002546
1662940800001,8,0.00000479
1662969600002,8,0.00006733
1662998400022,8,0.00007395
1663027200010,8,0.00005339
1663056000000,8,0.00010000
1663084800000,8,0.00010000
1663113600005,8,0.00004022
1663142400001,8,0.00006032
1663171200000,8,-0.00000440
1663200000006,8,-0.00004608
1663228800015,8,0.00001232
1663257600004,8,0.00008108
1663286400000,8,0.00004647
1663315200000,8,0.00007770
1663344000006,8,0.00004005
1663372800009,8,0.00000373
1663401600016,8,-0.00003654
1663430400000,8,-0.00001956
1663459200014,8,-0.00000982
1663488000018,8,0.00008432
1663516800014,8,0.00000585
1663545600020,8,-0.00001079
1663574400015,8,-0.00012241
1663603200000,8,-0.00005087
1663632000000,8,-0.00000796
1663660800010,8,0.00001333
1663689600002,8,0.00001984
1663718400000,8,0.00001585
1663747200020,8,0.00004748
1663776000002,8,0.00009380
1663804800012,8,-0.00012298
1663833600000,8,-0.00002272
1663862400004,8,0.00004016
1663891200029,8,0.00009823
1663920000017,8,0.00007371
1663948800000,8,0.00002118
1663977600000,8,0.00003975
1664006400009,8,0.00001709
1664035200000,8,-5.8E-7
1664064000010,8,-0.00002631
1664092800000,8,0.00000714
1664121600004,8,0.00000743
1664150400011,8,-0.00005649
1664179200001,8,0.00001049
1664208000014,8,0.00002105
1664236800006,8,0.00007498
1664265600003,8,0.00010000
1664294400002,8,0.00009196
1664323200011,8,0.00002717
1664352000000,8,0.00003174
1664380800000,8,0.00008482
1664409600015,8,0.00005822
1664438400000,8,0.00008432
1664467200006,8,0.00003944
