calc_time,funding_interval_hours,last_funding_rate
1759276800008,8,0.00005708
1759305600005,8,0.00003158
1759334400002,8,0.00002064
1759363200000,8,-0.00002933
1759392000001,8,-0.00008812
1759420800003,8,0.00000254
1759449600000,8,-0.00009501
1759478400001,8,-0.00008083
1759507200002,8,0.00003472
1759536000003,8,-0.00007654
1759564800000,8,0.00004768
1759593600000,8,0.00005850
1759622400000,8,0.00010000
1759651200000,8,0.00010000
1759680000003,8,0.00010000
1759708800000,8,0.00010000
1759737600000,8,0.00010000
1759766400007,8,0.00001390
1759795200002,8,0.00005947
1759824000000,8,0.00010000
1759852800000,8,0.00010000
1759881600000,8,0.00010000
1759910400013,8,0.00010000
1759939200005,8,0.00010000
1759968000007,8,-0.00005069
1759996800010,8,0.00010000
1760025600001,8,-0.00003548
1760054400002,8,0.00007984
1760083200000,8,-0.00003217
1760112000014,8,0.00009374
1760140800004,8,-0.00021322
1760169600005,8,0.00007160
1760198400001,8,0.00004778
1760227200000,8,0.00010000
1760256000003,8,0.00001576
1760284800001,8,0.00007835
1760313600001,8,0.00003854
1760342400000,8,-0.00012125
1760371200003,8,-0.00002954
1760400000000,8,-0.00002005
1760428800000,8,0.00002716
1760457600002,8,0.00003703
1760486400003,8,0.00003989
1760515200003,8,0.00005238
1760544000000,8,0.00010000
1760572800000,8,0.00010000
1760601600005,8,0.00010000
1760630400000,8,0.00010000
1760659200001,8,0.00010000
1760688000000,8,0.00010000
1760716800002,8,0.00006408
1760745600001,8,-0.00006663
1760774400000,8,0.00001942
1760803200000,8,0.00005373
1760832000000,8,-0.00002002
1760860800000,8,0.00002006
1760889600001,8,0.00010000
1760918400000,8,0.00004393
1760947200007,8,0.00010000
1760976000001,8,0.00010000
1761004800000,8,0.00008086
1761033600000,8,0.00010000
1761062400001,8,0.00010000
1761091200005,8,0.00006464
1761120000002,8,0.00008434
1761148800000,8,0.00010000
1761177600003,8,0.00010000
1761206400000,8,0.00010000
1761235200000,8,0.00002669
1761264000002,8,1.1E-7
1761292800000,8,0.00002905
1761321600009,8,0.00010000
1761350400000,8,0.00003838
1761379200000,8,0.00008237
1761408000001,8,0.00000864
1761436800000,8,0.00004831
1761465600001,8,0.00005915
1761494400003,8,0.00010000
1761523200004,8,0.00005295
1761552000002,8,0.00010000
1761580800001,8,0.00010000
1761609600009,8,0.00010000
1761638400003,8,0.00010000
1761667200002,8,0.00008965
1761696000000,8,0.00002985
1761724800001,8,0.00009464
1761753600014,8,0.00010000
1761782400003,8,0.00001423
1761811200009,8,0.00006111
1761840000000,8,0.00010000
1761868800000,8,0.00010000
