calc_time,funding_interval_hours,last_funding_rate
1690848000001,8,-0.00001033
1690876800000,8,0.00007963
1690905600000,8,0.00010000
1690934400000,8,0.00010000
1690963200000,8,0.00010000
1690992000000,8,0.00010000
1691020800000,8,0.00010000
1691049600000,8,0.00010000
1691078400000,8,0.00010000
1691107200000,8,0.00010000
1691136000000,8,0.00010000
1691164800000,8,0.00010000
1691193600000,8,0.00010000
1691222400000,8,0.00010000
1691251200000,8,0.00010000
1691280000000,8,0.00010000
1691308800001,8,0.00010000
1691337600005,8,0.00010000
1691366400000,8,0.00010000
1691395200000,8,0.00010000
1691424000000,8,0.00010000
1691452800001,8,0.00010000
1691481600000,8,0.00010000
1691510400000,8,0.00010000
1691539200000,8,0.00010000
1691568000000,8,0.00010000
1691596800000,8,0.00010000
1691625600000,8,0.00010000
1691654400000,8,0.00010000
1691683200001,8,0.00010000
1691712000000,8,0.00010000
1691740800000,8,0.00010000
1691769600000,8,0.00010000
1691798400000,8,0.00010000
1691827200000,8,0.00010000
1691856000000,8,0.00010000
1691884800000,8,0.00010000
1691913600000,8,0.00010000
1691942400000,8,0.00010000
1691971200000,8,0.00010000
1692000000000,8,0.00010000
1692028800000,8,0.00010000
1692057600000,8,0.00010000
1692086400000,8,0.00010000
1692115200000,8,0.00010000
1692144000000,8,0.00010000
1692172800000,8,0.00010000
1692201600001,8,0.00010000
1692230400000,8,0.00010000
1692259200000,8,0.00010000
1692288000000,8,0.00010000
1692316800000,8,-0.00096966
1692345600000,8,0.00004443
1692374400000,8,0.00010000
1692403200000,8,0.00006668
1692432000000,8,-0.00000760
1692460800000,8,-0.00001192
1692489600000,8,-0.00004793
1692518400001,8,-0.00010623
1692547200000,8,-0.00003308
1692576000000,8,0.00000457
1692604800000,8,0.00006341
1692633600001,8,-0.00000249
1692662400001,8,0.00003137
1692691200000,8,0.00008073
1692720000000,8,0.00007073
1692748800000,8,0.00009000
1692777600000,8,0.00000749
1692806400000,8,0.00005847
1692835200001,8,-0.00003668
1692864000000,8,-0.00005326
1692892800000,8,0.00010000
1692921600000,8,-0.00002307
1692950400000,8,0.00003707
1692979200000,8,0.00010000
1693008000000,8,-0.00000432
1693036800000,8,0.00008387
1693065600000,8,0.00010000
1693094400000,8,0.00008332
1693123200000,8,-0.00003373
1693152000000,8,0.00004281
1693180800000,8,-0.00003056
1693209600000,8,-0.00001044
1693238400000,8,0.00009027
1693267200000,8,0.00002547
1693296000001,8,0.00009226
1693324800000,8,-0.00016528
1693353600000,8,-0.00002931
1693382400000,8,0.00001648
1693411200000,8,0.00001492
